threshold,tp,fp,tn,fn,false_acceptance_rate,false_rejection_rate,precision,recall,specificity,f1,balanced_accuracy,g_mean,coverage,accepted_critical_failures_confirmed,accepted_failures_worst_case_critical,accepted_fail_case_ids,far_ci95_lower_two_sided,far_ci95_upper_two_sided,far_upper_95_one_sided,precision_ci95_lower,precision_ci95_upper,fixed_cv_f1_std,fixed_cv_recall_std,fixed_cv_far_compliance_rate
0.119,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.12,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.121,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.122,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.123,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.124,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.125,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.126,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.127,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.1275,14,13,1,0,0.9285714285714286,0.0,0.5185185185185185,1.0,0.07142857142857142,0.6829268292682926,0.5357142857142857,0.2672612419124244,0.9642857142857143,,13,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_zero_deductible;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.6613155100681788,0.9981932193408746,0.9963428968086164,0.3194965461333836,0.7133274518680603,0.07094119438820073,0.0,0.0
0.128,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.129,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.13,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.131,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.132,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.133,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.134,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.1343175,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.135,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.136,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.137,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.138,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.139,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.14,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.141,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.141135,14,12,2,0,0.8571428571428571,0.0,0.5384615384615384,1.0,0.14285714285714285,0.7000000000000001,0.5714285714285714,0.3779644730092272,0.9285714285714286,,12,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim;unsupported_liability_distractor_answer,0.571870839090301,0.9822054845168084,0.9740006673991322,0.3337082184752923,0.7341287825770488,0.07366537383049988,0.0,0.0
0.141401,14,11,3,0,0.7857142857142857,0.0,0.56,1.0,0.21428571428571427,0.717948717948718,0.6071428571428571,0.4629100498862757,0.8928571428571429,,11,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.4920243229515282,0.9534207121101327,0.9388970711410224,0.34928163399133577,0.7559763348527919,0.07364707160819486,0.0,0.0
0.141667,14,11,3,0,0.7857142857142857,0.0,0.56,1.0,0.21428571428571427,0.717948717948718,0.6071428571428571,0.4629100498862757,0.8928571428571429,,11,unsupported_wrong_motor_deductible;unsupported_wrong_contract_identifier;unsupported_wrong_coverage_type;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_baggage_limit;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.4920243229515282,0.9534207121101327,0.9388970711410224,0.34928163399133577,0.7559763348527919,0.07364707160819486,0.0,0.0
0.142,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.143,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.1436905,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.144,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.145,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.145714,14,8,6,0,0.5714285714285714,0.0,0.6363636363636364,1.0,0.42857142857142855,0.7777777777777778,0.7142857142857143,0.6546536707079771,0.7857142857142857,,8,unsupported_wrong_contract_identifier;unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_wrong_policy_dates;unsupported_wrong_home_deductible;unsupported_wrong_dental_percentage;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.2886094000383075,0.8233889100178821,0.7939266640940872,0.40657666882564664,0.8280205623536676,0.098870078977448,0.0,0.08
0.146,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.147,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.147857,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.148,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.149,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.15,14,4,10,0,0.2857142857142857,0.0,0.7777777777777778,1.0,0.7142857142857143,0.8750000000000001,0.8571428571428572,0.8451542547285166,0.6428571428571429,,4,unsupported_reversed_coverage;unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.08388931830712754,0.5810352571836608,0.5400054465239322,0.52362723426352,0.9359079522823335,0.09446591726019246,0.0,0.34
0.151,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.152,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.153,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.154,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.155,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.156,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.157,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.158,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
0.159,14,3,11,0,0.21428571428571427,0.0,0.8235294117647058,1.0,0.7857142857142857,0.9032258064516129,0.8928571428571428,0.8864052604279183,0.6071428571428571,,3,unsupported_rental_car_extension;unsupported_mixed_extra_claim;unsupported_cancellation_claim,0.046579287889867274,0.5079756770484718,0.4656566121942176,0.565682127155716,0.962014931929374,0.08908363162801729,0.0,0.46
